ORIGIN	DESTINATION	TIME_MIN	DISTANCE_METER
D_00002	D_00018	8.575	3073
D_00002	D_00189	23.690	11446
D_00002	D_00217	14.224	4893
D_00002	D_00095	18.516	6940
D_00002	D_00103	16.228	7949
D_00002	D_00047	13.291	4941
D_00002	D_00242	28.316	15597
D_00002	D_00169	27.145	18696
D_00002	D_00291	16.893	6590
D_00002	D_00255	23.297	10857
D_00002	D_00142	29.906	18169
D_00002	D_00161	30.396	17702
D_00002	D_00262	35.628	17061
D_00002	D_00202	21.201	7816
D_00002	D_00292	15.246	5816
D_00002	D_00215	14.956	5431
D_00002	D_00061	19.228	7528
D_00002	D_00279	23.976	10233
D_00002	D_00165	28.391	19834
D_00002	D_00299	11.894	4078
D_00002	D_00208	17.497	6408
D_00002	D_00241	30.560	16699
D_00002	D_00097	20.551	8198
D_00002	D_00072	14.533	6170
D_00002	D_00084	21.188	9305
D_00002	D_00114	12.936	4546
D_00002	D_00193	24.536	12247
D_00002	D_00149	24.883	12711
D_00002	D_00045	11.878	4668
D_00002	D_00261	22.161	10237
D_00002	D_00125	16.541	5557
D_00002	D_00147	31.109	20576
D_00002	D_00065	14.844	6389
D_00002	D_00205	14.996	5219
D_00002	D_00234	30.172	20545
D_00002	D_00077	18.581	7873
D_00002	D_00188	26.091	12986
D_00002	D_00296	12.528	4391
D_00002	D_00174	22.402	10841
D_00002	D_00028	7.770	3027
D_00002	D_00294	17.470	6054
D_00002	D_00152	30.069	20362
D_00002	D_00107	6.708	2684
D_00002	D_00100	10.925	5230
D_00002	D_00113	9.807	3046
D_00002	D_00078	15.203	6561
D_00002	D_00206	13.976	5049
D_00002	D_00256	25.678	16449
D_00002	D_00067	18.378	7807
D_00002	D_00176	24.022	11287
D_00002	D_00232	29.514	16161
D_00002	D_00075	15.689	6766
D_00002	D_00129	14.651	7647
D_00002	D_00039	12.353	4724
D_00002	D_00138	27.673	20665
D_00002	D_00004	14.313	5342
D_00002	D_00020	14.123	4847
D_00002	D_00240	28.779	18541
D_00002	D_00171	20.415	10046
D_00002	D_00131	10.576	3593
D_00002	D_00050	11.406	4636
D_00002	D_00090	13.985	5972
D_00002	D_00153	32.311	21085
D_00002	D_00007	14.915	5403
D_00002	D_00148	31.870	15883
D_00002	D_00155	29.855	18455
D_00002	D_00038	15.774	6240
D_00002	D_00111	21.174	7344
D_00002	D_00105	9.885	3417
D_00002	D_00016	7.431	2682
D_00002	D_00276	22.214	9750
D_00002	D_00046	11.081	3883
D_00002	D_00058	15.846	6252
D_00002	D_00196	22.627	11130
D_00002	D_00177	22.024	10846
D_00002	D_00001	11.729	4296
D_00002	D_00063	18.644	6774
D_00002	D_00157	36.032	22557
D_00002	D_00246	27.555	17437
D_00002	D_00116	7.072	2386
D_00002	D_00172	22.952	11495
D_00002	D_00118	13.738	4841
D_00002	D_00290	11.023	3870
D_00002	D_00053	10.893	4330
D_00002	D_00295	12.165	4234
D_00002	D_00022	12.564	5244
D_00002	D_00212	21.622	9660
D_00002	D_00249	23.970	9762
D_00002	D_00281	21.446	8671
D_00002	D_00227	28.683	19947
D_00002	D_00210	20.557	7646
D_00002	D_00244	24.091	8898
D_00002	D_00282	15.989	6114
D_00002	D_00141	27.744	13731
D_00002	D_00179	24.243	12559
D_00002	D_00136	31.759	18548
D_00002	D_00237	30.978	18699
D_00002	D_00091	16.533	7123
D_00002	D_00194	22.540	11120
D_00002	D_00092	19.472	7650
D_00002	D_00137	31.907	15182
D_00002	D_00199	15.075	7465
D_00002	D_00021	3.596	1087
D_00002	D_00076	20.958	9323
D_00002	D_00231	23.430	9413
D_00002	D_00119	13.126	7045
D_00002	D_00284	12.431	5235
D_00002	D_00278	35.234	24587
D_00002	D_00079	18.613	7302
D_00002	D_00027	10.965	4174
D_00002	D_00104	20.385	7413
D_00002	D_00170	25.038	16124
D_00002	D_00230	25.314	10169
D_00002	D_00123	22.918	9097
D_00002	D_00225	15.256	5685
D_00002	D_00221	16.671	6316
D_00002	D_00216	17.512	6591
D_00002	D_00178	26.004	16470
D_00002	D_00167	25.187	12757
D_00002	D_00051	10.803	3687
D_00002	D_00133	9.863	3081
D_00002	D_00030	13.177	4483
D_00002	D_00042	8.459	3003
D_00002	D_00060	14.418	6273
D_00002	D_00236	28.003	18267
D_00002	D_00110	11.919	3894
D_00002	D_00041	15.111	5702
D_00002	D_00064	19.682	7834
D_00002	D_00186	22.786	11253
D_00002	D_00265	22.673	10178
D_00002	D_00245	29.793	20284
D_00002	D_00182	20.946	10429
D_00002	D_00263	24.937	16331
D_00002	D_00190	21.178	10463
D_00002	D_00191	21.204	10604
D_00002	D_00085	19.175	8532
D_00002	D_00052	10.603	3792
D_00002	D_00081	15.275	6532
D_00002	D_00195	22.396	11048
D_00002	D_00184	27.791	18949
D_00002	D_00297	9.227	3575
D_00002	D_00006	10.871	3848
D_00002	D_00101	6.236	2029
D_00002	D_00005	6.650	2811
D_00002	D_00057	13.703	4781
D_00002	D_00093	18.575	7318
D_00002	D_00145	29.736	14833
D_00002	D_00198	15.582	5590
D_00002	D_00288	10.793	4057
D_00002	D_00192	24.111	11625
D_00002	D_00017	6.123	2503
D_00002	D_00036	15.299	5463
D_00002	D_00204	21.923	8127
D_00002	D_00043	6.558	2005
D_00002	D_00252	23.484	14643
D_00002	D_00122	11.715	3605
D_00002	D_00102	12.236	4158
D_00002	D_00181	20.338	10101
D_00002	D_00197	27.596	17778
D_00002	D_00126	19.171	6960
D_00002	D_00023	6.500	2722
D_00002	D_00146	30.377	17831
D_00002	D_00008	9.101	3654
D_00002	D_00164	30.046	17112
D_00002	D_00285	15.551	5570
D_00002	D_00134	14.484	7364
D_00002	D_00080	20.510	7897
D_00002	D_00207	13.466	4670
D_00002	D_00219	17.507	6659
D_00002	D_00173	20.784	10332
D_00002	D_00109	21.051	8795
D_00002	D_00257	30.560	13935
D_00002	D_00132	15.234	5158
D_00002	D_00003	13.551	4867
D_00002	D_00185	25.534	16375
D_00002	D_00087	19.974	7888
D_00002	D_00140	26.603	16268
D_00002	D_00250	30.646	19563
D_00002	D_00203	15.987	6093
D_00002	D_00243	22.380	8816
D_00002	D_00034	10.887	4323
D_00002	D_00287	11.702	3620
D_00002	D_00098	8.383	4150
D_00002	D_00070	15.151	6589
D_00002	D_00274	23.680	10502
D_00002	D_00213	15.424	5815
D_00002	D_00254	21.383	10074
D_00002	D_00258	33.584	15821
D_00002	D_00298	12.624	4593
D_00002	D_00277	23.387	10379
D_00002	D_00025	3.297	1241
D_00002	D_00096	14.644	6248
D_00002	D_00073	17.530	6615
D_00002	D_00037	15.539	5734
D_00002	D_00124	13.175	4292
D_00002	D_00086	17.606	6717
D_00002	D_00273	32.274	14994
D_00002	D_00209	21.012	9057
D_00002	D_00289	12.143	4051
D_00002	D_00300	15.429	5718
D_00002	D_00224	23.415	10088
D_00002	D_00108	14.565	5330
D_00002	D_00228	29.832	16444
D_00002	D_00270	24.355	9674
D_00002	D_00115	6.724	3076
D_00002	D_00154	26.660	13392
D_00002	D_00089	20.299	9449
D_00002	D_00026	10.233	4220
D_00002	D_00272	24.370	16103
D_00002	D_00056	1.833	556
D_00002	D_00029	12.253	4502
D_00002	D_00229	23.150	9263
D_00002	D_00233	25.486	15625
D_00002	D_00071	14.332	6112
D_00002	D_00024	14.503	5437
D_00002	D_00220	20.834	9388
D_00002	D_00160	31.378	15789
D_00002	D_00068	16.507	6956
D_00002	D_00144	29.560	13062
D_00002	D_00035	11.869	4236
D_00002	D_00040	13.427	4465
D_00002	D_00011	4.379	1525
D_00002	D_00211	17.497	6408
D_00002	D_00222	17.136	6633
D_00002	D_00218	17.630	6766
D_00002	D_00247	25.383	10060
D_00002	D_00127	12.694	4239
D_00002	D_00033	12.649	4744
D_00002	D_00048	10.964	3770
D_00002	D_00175	22.464	11024
D_00002	D_00158	30.768	13370
D_00002	D_00066	17.701	7823
D_00002	D_00055	10.333	3459
D_00002	Depot	8.801	3315
D_00002	D_00223	19.376	7057
D_00002	D_00168	20.336	10190
D_00002	D_00049	7.904	2910
D_00143	D_00139	13.228	6851
D_00143	D_00117	25.422	20507
D_00143	D_00088	34.955	24878
D_00143	D_00214	34.096	29475
D_00143	D_00267	38.908	32173
D_00143	D_00269	38.276	29915
D_00143	D_00156	14.372	7243
D_00143	D_00264	40.236	30932
D_00143	D_00239	33.873	28527
D_00143	D_00235	43.106	35363
D_00143	D_00074	37.970	31759
D_00143	D_00226	35.015	30185
D_00143	D_00251	35.477	29395
D_00143	D_00059	38.846	31149
D_00143	D_00151	14.041	7261
D_00143	D_00012	38.365	20165
D_00143	D_00286	36.868	29859
D_00143	D_00266	41.036	31481
D_00143	D_00044	38.476	20027
D_00143	D_00019	37.177	19663
D_00143	D_00121	27.422	21036
D_00143	D_00094	34.068	24706
D_00143	D_00014	36.408	18578
D_00143	D_00112	27.239	21006
D_00143	D_00200	33.794	28720
D_00143	D_00268	34.137	28117
D_00143	D_00010	33.615	17039
D_00143	D_00128	30.626	22554
D_00143	D_00120	27.122	20310
D_00143	D_00099	25.400	19855
D_00143	D_00083	37.725	30574
D_00143	D_00013	36.575	19362
D_00143	D_00280	42.025	31957
D_00143	D_00201	32.310	23621
D_00143	D_00260	36.798	31028
D_00143	D_00180	26.190	17352
D_00143	D_00062	36.182	25317
D_00143	D_00032	26.617	13699
D_00143	D_00283	36.464	29657
D_00143	D_00163	10.092	5298
D_00143	D_00271	34.236	28087
D_00143	D_00293	39.832	31647
D_00143	D_00183	27.422	18042
D_00143	D_00275	34.812	28390
D_00143	D_00082	34.432	24832
D_00143	D_00162	15.186	7684
D_00143	D_00259	43.854	42117
D_00143	D_00130	26.369	20487
D_00143	D_00031	36.162	24704
D_00143	D_00159	17.401	8529
D_00143	D_00106	28.755	21591
D_00143	D_00166	12.924	6408
D_00143	D_00135	29.760	21356
D_00143	D_00054	32.806	18842
D_00143	D_00015	37.710	19982
D_00143	D_00069	37.929	26469
D_00143	D_00238	32.196	27842
D_00143	D_00248	34.450	30156
D_00143	D_00187	22.556	15578
D_00143	D_00150	12.504	6387
D_00143	D_00009	36.295	26475
D_00143	D_00253	39.570	33418
D_00143	D_00018	32.802	18536
D_00143	D_00189	26.335	17510
D_00143	D_00217	36.645	30435
D_00143	D_00095	40.138	26825
D_00143	D_00103	27.079	21005
D_00143	D_00047	28.612	14652
D_00143	D_00242	34.594	27328
D_00143	D_00169	29.107	22239
D_00143	D_00291	33.094	28270
D_00143	D_00255	40.436	32787
D_00143	D_00142	8.142	4095
D_00143	D_00161	11.219	5816
D_00143	D_00262	44.917	33238
D_00143	D_00202	33.117	22973
D_00143	D_00292	36.145	29144
D_00143	D_00215	35.602	30078
D_00143	D_00061	36.296	31044
D_00143	D_00279	36.705	29088
D_00143	D_00165	10.577	4617
D_00143	D_00299	37.970	31056
D_00143	D_00208	36.028	30041
D_00143	D_00241	36.838	28430
D_00143	D_00097	37.933	31871
D_00143	D_00072	37.575	30591
D_00143	D_00084	38.438	26628
D_00143	D_00114	26.149	20367
D_00143	D_00193	26.395	17347
D_00143	D_00149	17.264	8550
D_00143	D_00045	36.860	19123
D_00143	D_00261	40.365	33332
D_00143	D_00125	28.871	21318
D_00143	D_00147	9.752	4247
D_00143	D_00065	33.657	24545
D_00143	D_00205	37.824	30715
D_00143	D_00234	36.450	32276
D_00143	D_00077	37.037	25770
D_00143	D_00188	27.950	18086
D_00143	D_00296	39.472	31453
D_00143	D_00174	27.286	19327
D_00143	D_00028	32.920	23067
D_00143	D_00294	33.302	28233
D_00143	D_00152	12.276	6347
D_00143	D_00107	30.943	22890
D_00143	D_00100	28.156	20802
D_00143	D_00113	30.218	22045
D_00143	D_00078	37.894	30659
D_00143	D_00206	36.804	30545
D_00143	D_00256	38.773	32270
D_00143	D_00067	33.909	24652
D_00143	D_00176	30.134	21154
D_00143	D_00232	35.792	27892
D_00143	D_00075	36.747	25948
D_00143	D_00129	25.503	20703
D_00143	D_00039	29.772	15633
D_00143	D_00138	7.448	3364
D_00143	D_00004	27.814	14145
D_00143	D_00020	31.815	23548
D_00143	D_00240	35.058	30272
D_00143	D_00171	26.874	19433
D_00143	D_00131	28.499	21384
D_00143	D_00050	36.388	19091
D_00143	D_00002	36.252	26385
D_00143	D_00090	35.653	25267
D_00143	D_00153	10.954	4756
D_00143	D_00007	29.062	14994
D_00143	D_00148	13.528	6683
D_00143	D_00155	10.817	6376
D_00143	D_00038	27.169	14102
D_00143	D_00111	27.316	20472
D_00143	D_00105	32.094	22609
D_00143	D_00016	32.201	17083
D_00143	D_00276	38.819	29980
D_00143	D_00046	36.031	18827
D_00143	D_00058	27.659	14339
D_00143	D_00196	25.084	18626
D_00143	D_00177	30.491	21888
D_00143	D_00001	30.152	15707
D_00143	D_00063	39.024	26486
D_00143	D_00157	13.387	5769
D_00143	D_00246	33.833	29168
D_00143	D_00116	32.564	22990
D_00143	D_00172	25.468	16446
D_00143	D_00118	25.483	20289
D_00143	D_00290	39.303	30342
D_00143	D_00053	35.875	18785
D_00143	D_00295	39.554	30675
D_00143	D_00022	37.276	25296
D_00143	D_00212	31.302	23177
D_00143	D_00249	33.705	28820
D_00143	D_00281	38.828	32344
D_00143	D_00227	34.962	31678
D_00143	D_00210	33.214	24147
D_00143	D_00244	34.050	27320
D_00143	D_00282	34.142	28770
D_00143	D_00141	15.685	7433
D_00143	D_00179	24.493	16530
D_00143	D_00136	11.217	5227
D_00143	D_00237	37.256	30430
D_00143	D_00091	34.094	24261
D_00143	D_00194	27.284	19831
D_00143	D_00092	36.220	31006
D_00143	D_00137	9.767	4415
D_00143	D_00199	28.330	22463
D_00143	D_00021	35.977	26333
D_00143	D_00076	37.472	26158
D_00143	D_00231	33.165	28471
D_00143	D_00119	26.228	19050
D_00143	D_00284	37.925	26315
D_00143	D_00278	42.850	38509
D_00143	D_00079	36.303	29901
D_00143	D_00027	30.667	15637
D_00143	D_00104	26.527	20541
D_00143	D_00170	26.999	19667
D_00143	D_00230	35.049	29227
D_00143	D_00123	29.071	20257
D_00143	D_00225	34.456	29609
D_00143	D_00221	34.181	28543
D_00143	D_00216	34.652	27881
D_00143	D_00178	27.966	20013
D_00143	D_00167	17.179	8492
D_00143	D_00051	31.514	16218
D_00143	D_00133	29.227	21808
D_00143	D_00030	33.238	16880
D_00143	D_00042	33.866	17722
D_00143	D_00060	35.233	25333
D_00143	D_00236	40.218	34026
D_00143	D_00110	29.927	21655
D_00143	D_00041	26.372	13745
D_00143	D_00064	37.063	31507
D_00143	D_00186	23.726	15844
D_00143	D_00265	37.117	29392
D_00143	D_00245	36.072	32015
D_00143	D_00182	27.930	20732
D_00143	D_00263	38.033	32152
D_00143	D_00190	30.024	21700
D_00143	D_00191	28.363	20213
D_00143	D_00085	38.479	32325
D_00143	D_00052	35.553	18736
D_00143	D_00081	34.831	25058
D_00143	D_00195	26.075	19121
D_00143	D_00184	29.753	22492
D_00143	D_00297	39.044	20554
D_00143	D_00006	35.821	18792
D_00143	D_00101	33.796	23277
D_00143	D_00005	32.562	23354
D_00143	D_00057	32.842	16700
D_00143	D_00093	38.435	26153
D_00143	D_00145	12.721	5516
D_00143	D_00198	35.347	28830
D_00143	D_00288	40.805	21110
D_00143	D_00192	26.325	17547
D_00143	D_00017	34.230	25862
D_00143	D_00036	30.074	15150
D_00143	D_00204	31.482	22577
D_00143	D_00043	34.767	17900
D_00143	D_00252	34.075	29974
D_00143	D_00122	32.480	22663
D_00143	D_00102	28.025	21137
D_00143	D_00181	28.721	21191
D_00143	D_00197	29.558	21321
D_00143	D_00126	25.313	20088
D_00143	D_00023	32.232	23127
D_00143	D_00146	9.957	5284
D_00143	D_00008	34.083	18109
D_00143	D_00164	13.677	6248
D_00143	D_00285	35.125	28926
D_00143	D_00134	27.586	19369
D_00143	D_00080	36.171	30860
D_00143	D_00207	37.963	30922
D_00143	D_00219	34.493	27847
D_00143	D_00173	29.630	21569
D_00143	D_00109	27.204	19955
D_00143	D_00257	39.932	30364
D_00143	D_00132	25.844	20669
D_00143	D_00003	28.660	14634
D_00143	D_00185	27.496	19918
D_00143	D_00087	37.540	31789
D_00143	D_00140	11.008	5319
D_00143	D_00250	42.860	35322
D_00143	D_00203	34.518	29726
D_00143	D_00243	32.115	27874
D_00143	D_00034	34.008	19254
D_00143	D_00287	41.720	27374
D_00143	D_00098	29.238	21860
D_00143	D_00070	37.306	30419
D_00143	D_00274	37.208	29295
D_00143	D_00213	34.096	29475
D_00143	D_00254	39.587	33169
D_00143	D_00258	43.158	32703
D_00143	D_00298	37.526	30074
D_00143	D_00277	38.255	29805
D_00143	D_00025	32.704	24997
D_00143	D_00096	34.473	24766
D_00143	D_00073	37.002	29871
D_00143	D_00037	26.697	13724
D_00143	D_00124	27.471	20362
D_00143	D_00086	36.390	29629
D_00143	D_00273	41.848	31876
D_00143	D_00209	30.693	22574
D_00143	D_00289	39.244	30650
D_00143	D_00300	36.607	29702
D_00143	D_00224	32.344	22787
D_00143	D_00108	25.095	20310
D_00143	D_00228	36.110	28175
D_00143	D_00270	38.825	31807
D_00143	D_00115	30.471	22406
D_00143	D_00154	15.556	7811
D_00143	D_00089	39.003	32960
D_00143	D_00026	35.215	18675
D_00143	D_00272	37.465	31924
D_00143	D_00056	34.440	25829
D_00143	D_00029	30.068	15609
D_00143	D_00229	32.885	28321
D_00143	D_00233	36.077	30956
D_00143	D_00071	35.154	25023
D_00143	D_00024	28.044	14420
D_00143	D_00220	30.515	22905
D_00143	D_00160	13.036	6589
D_00143	D_00068	33.777	24541
D_00143	D_00144	18.428	7984
D_00143	D_00035	31.438	16220
D_00143	D_00040	32.320	16111
D_00143	D_00011	35.509	26111
D_00143	D_00211	36.028	30041
D_00143	D_00222	33.160	28945
D_00143	D_00218	32.876	28495
D_00143	D_00247	35.117	29118
D_00143	D_00127	28.313	21223
D_00143	D_00033	29.596	15473
D_00143	D_00048	31.033	15735
D_00143	D_00175	27.348	19510
D_00143	D_00158	17.301	7613
D_00143	D_00066	34.432	24832
D_00143	D_00055	31.044	15990
D_00143	Depot	38.813	20368
D_00143	D_00223	33.786	24032
D_00143	D_00168	29.182	21427
D_00143	D_00049	37.916	19963
D_00205	D_00139	37.093	22158
D_00205	D_00117	19.708	12387
D_00205	D_00088	14.717	5643
D_00205	D_00214	3.512	1374
D_00205	D_00267	15.259	6036
D_00205	D_00269	18.759	13647
D_00205	D_00156	31.751	23395
D_00205	D_00264	20.395	14310
D_00205	D_00239	12.227	5028
D_00205	D_00235	19.893	11513
D_00205	D_00074	13.283	4428
D_00205	D_00226	13.425	6763
D_00205	D_00251	13.831	5896
D_00205	D_00059	12.404	5181
D_00205	D_00151	33.119	24524
D_00205	D_00012	9.007	3073
D_00205	D_00286	8.154	3396
D_00205	D_00266	21.195	14859
D_00205	D_00044	9.519	3271
D_00205	D_00019	8.731	3331
D_00205	D_00121	21.959	12863
D_00205	D_00094	17.329	7400
D_00205	D_00014	14.862	5012
D_00205	D_00112	21.507	12741
D_00205	D_00200	6.513	2584
D_00205	D_00268	18.363	13563
D_00205	D_00010	19.733	8083
D_00205	D_00128	21.220	9089
D_00205	D_00120	22.015	9793
D_00205	D_00099	18.167	6134
D_00205	D_00083	10.532	4150
D_00205	D_00013	9.535	3733
D_00205	D_00280	22.184	15335
D_00205	D_00201	10.642	3858
D_00205	D_00260	14.091	8320
D_00205	D_00180	26.086	12626
D_00205	D_00062	14.210	5929
D_00205	D_00032	24.999	10569
D_00205	D_00283	8.056	3347
D_00205	D_00143	39.608	29610
D_00205	D_00163	39.492	30008
D_00205	D_00271	18.985	13795
D_00205	D_00293	5.040	1684
D_00205	D_00183	27.096	13234
D_00205	D_00275	19.387	12397
D_00205	D_00082	15.893	6611
D_00205	D_00162	35.649	21290
D_00205	D_00259	24.468	16710
D_00205	D_00130	20.637	12222
D_00205	D_00031	16.365	6745
D_00205	D_00159	34.424	20647
D_00205	D_00106	19.683	8509
D_00205	D_00166	39.523	23082
D_00205	D_00135	21.197	8954
D_00205	D_00054	20.509	8549
D_00205	D_00015	11.095	4522
D_00205	D_00069	18.838	8420
D_00205	D_00238	7.140	3082
D_00205	D_00248	12.860	6734
D_00205	D_00187	27.754	14034
D_00205	D_00150	39.861	23440
D_00205	D_00009	12.205	4282
D_00205	D_00253	16.357	9568
D_00205	D_00018	20.316	7672
D_00205	D_00189	25.183	12334
D_00205	D_00217	2.589	840
D_00205	D_00095	14.267	5090
D_00205	D_00103	18.604	6007
D_00205	D_00047	22.915	9764
D_00205	D_00242	18.418	7441
D_00205	D_00169	26.617	22124
D_00205	D_00291	7.458	2487
D_00205	D_00255	16.787	6650
D_00205	D_00142	36.458	28547
D_00205	D_00161	39.638	30203
D_00205	D_00262	25.361	17321
D_00205	D_00202	9.630	3346
D_00205	D_00292	8.075	2338
D_00205	D_00215	3.044	990
D_00205	D_00061	12.033	4444
D_00205	D_00279	20.292	8599
D_00205	D_00165	32.408	25754
D_00205	D_00299	3.178	1093
D_00205	D_00208	5.926	1938
D_00205	D_00241	20.663	8543
D_00205	D_00097	13.978	5425
D_00205	D_00072	10.130	4041
D_00205	D_00084	17.931	7772
D_00205	D_00114	20.417	12102
D_00205	D_00193	26.589	12694
D_00205	D_00149	33.898	20564
D_00205	D_00045	17.710	6923
D_00205	D_00261	16.411	6886
D_00205	D_00125	23.157	13198
D_00205	D_00147	35.125	26496
D_00205	D_00065	15.306	6470
D_00205	D_00234	21.218	12601
D_00205	D_00077	16.564	6165
D_00205	D_00188	27.624	13278
D_00205	D_00296	4.680	1490
D_00205	D_00174	23.895	11729
D_00205	D_00028	19.511	7626
D_00205	D_00294	4.882	1275
D_00205	D_00152	34.085	26282
D_00205	D_00107	19.038	7734
D_00205	D_00100	22.666	9829
D_00205	D_00113	22.137	8096
D_00205	D_00078	10.400	4232
D_00205	D_00206	1.020	170
D_00205	D_00256	14.679	8358
D_00205	D_00067	17.264	7144
D_00205	D_00176	23.444	10483
D_00205	D_00232	19.617	8005
D_00205	D_00075	16.338	6776
D_00205	D_00129	17.027	5705
D_00205	D_00039	22.979	9777
D_00205	D_00138	31.690	26585
D_00205	D_00004	23.937	10165
D_00205	D_00020	20.514	7613
D_00205	D_00240	19.702	8073
D_00205	D_00171	21.908	10934
D_00205	D_00131	21.356	7115
D_00205	D_00050	17.238	6891
D_00205	D_00002	14.713	5255
D_00205	D_00090	14.634	5982
D_00205	D_00153	36.328	27005
D_00205	D_00007	21.811	9146
D_00205	D_00148	40.885	23736
D_00205	D_00155	40.086	21239
D_00205	D_00038	25.530	10918
D_00205	D_00111	21.852	12299
D_00205	D_00105	22.214	8467
D_00205	D_00016	17.692	7148
D_00205	D_00276	18.346	8091
D_00205	D_00046	15.857	5979
D_00205	D_00058	25.602	10930
D_00205	D_00196	24.120	12018
D_00205	D_00177	21.780	10519
D_00205	D_00001	22.355	9349
D_00205	D_00063	14.395	4924
D_00205	D_00157	40.048	28477
D_00205	D_00246	18.601	9493
D_00205	D_00116	19.401	7436
D_00205	D_00172	29.291	13630
D_00205	D_00118	19.770	12169
D_00205	D_00290	6.538	2641
D_00205	D_00053	16.117	6011
D_00205	D_00295	8.883	3175
D_00205	D_00022	17.480	7337
D_00205	D_00212	11.513	4123
D_00205	D_00249	12.059	5321
D_00205	D_00281	14.873	5898
D_00205	D_00227	19.730	12003
D_00205	D_00210	8.986	3176
D_00205	D_00244	12.179	4457
D_00205	D_00282	7.514	2442
D_00205	D_00141	35.469	26697
D_00205	D_00179	27.374	13136
D_00205	D_00136	39.636	29614
D_00205	D_00237	21.266	9124
D_00205	D_00091	14.724	5911
D_00205	D_00194	24.033	12008
D_00205	D_00092	12.277	4566
D_00205	D_00137	36.431	28303
D_00205	D_00199	16.550	5615
D_00205	D_00021	12.248	4667
D_00205	D_00076	17.701	7790
D_00205	D_00231	11.519	4972
D_00205	D_00119	22.417	13466
D_00205	D_00284	11.734	4921
D_00205	D_00278	24.235	16496
D_00205	D_00079	11.017	3876
D_00205	D_00027	20.561	8728
D_00205	D_00104	21.063	12368
D_00205	D_00170	26.539	20486
D_00205	D_00230	13.403	5728
D_00205	D_00123	23.711	13245
D_00205	D_00225	3.344	1244
D_00205	D_00221	4.726	1249
D_00205	D_00216	5.941	2121
D_00205	D_00178	25.107	19620
D_00205	D_00167	34.202	20610
D_00205	D_00051	17.700	7430
D_00205	D_00133	22.192	8131
D_00205	D_00030	19.304	7492
D_00205	D_00042	19.357	7787
D_00205	D_00060	15.067	6283
D_00205	D_00236	17.004	10176
D_00205	D_00110	22.272	7546
D_00205	D_00041	24.735	10525
D_00205	D_00064	13.109	5061
D_00205	D_00186	30.555	14014
D_00205	D_00265	18.846	12428
D_00205	D_00245	20.840	12340
D_00205	D_00182	22.007	10307
D_00205	D_00263	13.938	8240
D_00205	D_00190	22.582	11179
D_00205	D_00191	22.108	10400
D_00205	D_00085	14.372	6203
D_00205	D_00052	15.379	5888
D_00205	D_00081	13.771	5472
D_00205	D_00195	23.889	11936
D_00205	D_00184	22.806	18100
D_00205	D_00297	8.205	3364
D_00205	D_00006	15.647	5944
D_00205	D_00101	18.566	7079
D_00205	D_00005	18.391	7410
D_00205	D_00057	19.830	7790
D_00205	D_00093	14.263	6086
D_00205	D_00145	38.094	27765
D_00205	D_00198	3.670	1149
D_00205	D_00288	9.359	3596
D_00205	D_00192	25.604	12513
D_00205	D_00017	17.864	7102
D_00205	D_00036	22.379	9097
D_00205	D_00204	10.352	3657
D_00205	D_00043	18.299	6604
D_00205	D_00252	12.485	6552
D_00205	D_00122	24.045	8655
D_00205	D_00102	21.333	6934
D_00205	D_00181	21.553	9932
D_00205	D_00197	24.442	18799
D_00205	D_00126	19.849	11915
D_00205	D_00023	18.241	7321
D_00205	D_00146	38.738	29684
D_00205	D_00008	15.215	6050
D_00205	D_00164	40.277	19896
D_00205	D_00285	7.055	2120
D_00205	D_00134	23.011	13403
D_00205	D_00080	13.315	4813
D_00205	D_00207	3.210	829
D_00205	D_00219	5.936	2189
D_00205	D_00173	22.180	10915
D_00205	D_00109	23.454	13379
D_00205	D_00257	20.293	14195
D_00205	D_00132	17.368	5671
D_00205	D_00003	23.175	9690
D_00205	D_00185	25.155	19742
D_00205	D_00087	13.586	5343
D_00205	D_00140	36.834	19052
D_00205	D_00250	19.647	11472
D_00205	D_00203	4.416	1623
D_00205	D_00243	10.469	4375
D_00205	D_00034	21.784	9107
D_00205	D_00287	10.083	2994
D_00205	D_00098	20.124	8749
D_00205	D_00070	10.348	4260
D_00205	D_00274	18.731	12210
D_00205	D_00213	3.512	1374
D_00205	D_00254	15.633	6723
D_00205	D_00258	23.317	16081
D_00205	D_00298	6.883	2779
D_00205	D_00277	19.578	8779
D_00205	D_00025	15.038	5840
D_00205	D_00096	14.407	5822
D_00205	D_00073	11.201	3581
D_00205	D_00037	25.163	10557
D_00205	D_00124	21.119	6903
D_00205	D_00086	10.871	3863
D_00205	D_00273	22.007	15254
D_00205	D_00209	11.884	4145
D_00205	D_00289	7.316	2694
D_00205	D_00300	9.448	3076
D_00205	D_00224	11.899	5188
D_00205	D_00108	19.381	12190
D_00205	D_00228	19.935	8288
D_00205	D_00270	15.233	8936
D_00205	D_00115	18.465	7675
D_00205	D_00154	35.675	21245
D_00205	D_00089	15.049	6514
D_00205	D_00026	16.065	6475
D_00205	D_00272	13.371	8012
D_00205	D_00056	12.959	5004
D_00205	D_00029	22.879	9555
D_00205	D_00229	11.239	4822
D_00205	D_00233	14.487	7534
D_00205	D_00071	14.793	6193
D_00205	D_00024	24.127	10260
D_00205	D_00220	10.845	3799
D_00205	D_00160	40.393	23642
D_00205	D_00068	15.201	6141
D_00205	D_00144	37.130	25676
D_00205	D_00035	22.495	9289
D_00205	D_00040	24.053	9518
D_00205	D_00011	15.883	5898
